,Warehouse,Order date,Delivery date,Customer,Zipcode
832,Butler,7/1/2021 11:46,7/3/2021 18:00,3139,15044
834,Butler,7/1/2021 20:05,7/2/2021 12:37,9032,15241
835,Washington,7/1/2021 20:07,7/2/2021 12:38,9032,15241
837,Washington,7/2/2021 19:09,7/7/2021 12:17,18369,15205
838,Butler,7/2/2021 20:48,7/6/2021 13:26,9032,15241
839,Washington,7/2/2021 20:49,7/6/2021 13:25,9032,15241
840,McKees Rocks,7/2/2021 20:53,7/6/2021 13:26,9032,15241
845,Butler,7/5/2021 15:09,7/6/2021 13:55,11658,15129
846,McKees Rocks,7/5/2021 15:09,7/6/2021 13:55,11658,15129
848,Butler,7/5/2021 20:50,7/6/2021 12:31,728,15301
852,Butler,7/6/2021 0:39,7/6/2021 13:38,14650,15102
853,McKees Rocks,7/6/2021 6:37,7/6/2021 14:08,12386,15236
854,McKees Rocks,7/6/2021 13:50,7/7/2021 12:17,18369,15205
858,Butler,7/6/2021 20:18,7/7/2021 13:04,374,15057
859,Butler,7/6/2021 20:33,7/7/2021 13:25,728,15301
862,Butler,7/6/2021 23:28,7/8/2021 12:50,9032,15241
864,McKees Rocks,7/6/2021 23:29,7/8/2021 12:51,9032,15241
865,Washington,7/6/2021 23:31,7/8/2021 12:53,9032,15241
867,Beaver,7/7/2021 0:31,7/12/2021 13:54,11658,15129
868,Washington,7/7/2021 7:16,7/8/2021 12:40,17477,15102
869,Washington,7/7/2021 10:03,7/8/2021 13:47,21332,15205
871,Beaver,7/7/2021 12:22,7/9/2021 17:47,24338,15228
873,Butler,7/7/2021 22:27,7/9/2021 14:31,8479,15301
874,Washington,7/7/2021 23:33,7/8/2021 13:14,14650,15102
875,Washington,7/8/2021 6:57,7/8/2021 13:04,2956,15241
879,Washington,7/8/2021 8:47,7/9/2021 16:19,9032,15241
880,Washington,7/8/2021 8:54,7/9/2021 18:15,12392,15017
881,McKees Rocks,7/8/2021 8:59,7/9/2021 14:15,11565,15317
882,Butler,7/8/2021 9:23,7/9/2021 18:58,21332,15205
883,Washington,7/8/2021 9:25,7/9/2021 18:57,21332,15205
884,Washington,7/8/2021 9:43,7/9/2021 17:02,11658,15129
885,Washington,7/8/2021 10:21,7/9/2021 17:52,20043,15228
886,Washington,7/8/2021 11:57,7/9/2021 19:22,13437,15212
887,Beaver,7/8/2021 13:29,7/12/2021 13:20,17087,15367
888,Washington,7/8/2021 13:36,7/9/2021 16:35,2817,15241
889,Butler,7/8/2021 13:44,7/9/2021 16:35,2817,15241
890,Washington,7/8/2021 17:01,7/9/2021 20:01,3139,15044
891,Butler,7/8/2021 17:02,7/9/2021 20:01,3139,15044
892,Beaver,7/8/2021 19:24,7/13/2021 10:30,7679,15044
893,Butler,7/8/2021 22:33,7/9/2021 17:35,14650,15102
896,Butler,7/9/2021 0:06,7/9/2021 16:20,9032,15241
897,McKees Rocks,7/9/2021 0:11,7/9/2021 16:19,9032,15241
899,McKees Rocks,7/9/2021 6:26,7/9/2021 17:19,12386,15236
900,Butler,7/9/2021 6:31,7/9/2021 17:19,12386,15236
901,Washington,7/9/2021 8:29,7/13/2021 14:22,9032,15241
902,Butler,7/9/2021 11:43,7/12/2021 13:54,11658,15129
903,McKees Rocks,7/9/2021 11:44,7/12/2021 13:53,11658,15129
904,Washington,7/9/2021 16:12,7/13/2021 14:39,3570,15241
906,Beaver,7/9/2021 19:28,7/14/2021 12:57,18369,15205
911,Butler,7/12/2021 20:46,7/13/2021 14:23,9032,15241
912,Washington,7/12/2021 20:48,7/13/2021 14:23,9032,15241
913,McKees Rocks,7/12/2021 20:50,7/13/2021 14:23,9032,15241
915,Beaver,7/12/2021 21:37,7/14/2021 14:19,8415,15317
916,Butler,7/12/2021 22:38,7/14/2021 13:26,8240,15317
917,Beaver,7/12/2021 22:39,7/14/2021 16:37,8240,15317
918,McKees Rocks,7/12/2021 22:39,7/13/2021 13:58,8240,15317
919,Butler,7/12/2021 22:58,7/13/2021 13:12,13512,15301
920,Washington,7/13/2021 15:55,7/14/2021 16:13,2223,15317
921,Butler,7/13/2021 18:55,7/14/2021 17:28,23907,15216
922,Butler,7/13/2021 19:01,7/14/2021 13:47,17971,15106
924,Washington,7/13/2021 20:06,7/14/2021 17:06,2956,15241
925,Beaver,7/13/2021 20:25,7/15/2021 12:30,11658,15129
926,McKees Rocks,7/14/2021 6:44,7/14/2021 16:59,2817,15241
927,Washington,7/14/2021 6:46,7/14/2021 16:59,2817,15241
928,Beaver,7/14/2021 6:47,7/14/2021 16:59,2817,15241
930,Washington,7/14/2021 10:30,7/15/2021 18:17,21332,15205
931,Washington,7/14/2021 12:33,7/15/2021 13:50,2223,15317
932,McKees Rocks,7/14/2021 14:00,7/15/2021 13:07,8762,15057
933,Beaver,7/14/2021 17:55,7/20/2021 21:30,1761,15227
939,Butler,7/14/2021 19:18,7/15/2021 12:28,19826,15228
940,Butler,7/14/2021 20:44,7/21/2021 17:58,7679,15044
941,McKees Rocks,7/14/2021 20:44,7/21/2021 17:58,7679,15044
944,Washington,7/15/2021 7:29,7/15/2021 13:31,11565,15317
946,Washington,7/15/2021 13:50,7/20/2021 21:30,11658,15129
947,Washington,7/15/2021 19:22,7/20/2021 21:30,2223,15317
948,Washington,7/15/2021 21:19,7/20/2021 21:30,1761,15227
949,Washington,7/15/2021 21:26,7/20/2021 21:30,17477,15102
950,Butler,7/15/2021 21:34,7/20/2021 21:30,17971,15106
951,Washington,7/15/2021 21:34,7/20/2021 21:30,17971,15106
953,Washington,7/15/2021 23:50,7/20/2021 21:30,9032,15241
954,Washington,7/16/2021 7:36,7/20/2021 21:30,2817,15241
955,Butler,7/16/2021 7:36,7/20/2021 21:30,2817,15241
956,McKees Rocks,7/16/2021 7:39,7/29/2021 18:49,2817,15241
957,Washington,7/16/2021 8:26,7/20/2021 21:30,2817,15241
958,Washington,7/16/2021 9:03,7/20/2021 21:30,11658,15129
960,Butler,7/17/2021 18:56,7/20/2021 21:30,203,15301
961,Beaver,7/17/2021 19:13,7/21/2021 18:49,1761,15227
962,Washington,7/17/2021 20:15,7/20/2021 21:30,2956,15241
963,McKees Rocks,7/17/2021 22:04,7/20/2021 21:30,11658,15129
964,McKees Rocks,7/18/2021 9:03,7/20/2021 21:37,23907,15216
965,Washington,7/18/2021 9:03,7/20/2021 21:37,23907,15216
966,Butler,7/18/2021 12:24,7/21/2021 17:58,3139,15044
968,McKees Rocks,7/19/2021 0:52,7/20/2021 21:30,9032,15241
969,Washington,7/19/2021 0:55,7/20/2021 21:30,9032,15241
970,Butler,7/19/2021 0:57,7/20/2021 21:30,9032,15241
971,Butler,7/19/2021 16:53,7/20/2021 21:30,9032,15241
973,McKees Rocks,7/19/2021 19:03,7/21/2021 17:58,3139,15044
974,Washington,7/19/2021 19:26,7/20/2021 21:30,2223,15317
975,Washington,7/19/2021 19:41,7/21/2021 17:58,3139,15044
976,Beaver,7/19/2021 20:43,7/21/2021 18:03,2956,15241
978,Washington,7/20/2021 7:30,7/20/2021 21:30,8240,15317
980,Washington,7/20/2021 9:45,7/20/2021 21:30,2223,15317
982,McKees Rocks,7/20/2021 15:38,7/21/2021 17:58,13512,15301
983,Beaver,7/20/2021 16:26,7/26/2021 16:19,11396,15220
984,McKees Rocks,7/20/2021 16:28,7/26/2021 16:15,11396,15220
985,Washington,7/20/2021 16:29,7/26/2021 16:16,11396,15220
988,Butler,7/20/2021 19:24,7/22/2021 13:37,14650,15102
989,Butler,7/20/2021 19:28,7/23/2021 19:07,17087,15367
990,Washington,7/20/2021 19:29,7/21/2021 17:58,2223,15317
991,Washington,7/20/2021 21:23,7/21/2021 18:08,2956,15241
992,Butler,7/20/2021 21:23,7/23/2021 19:10,2956,15241
996,Washington,7/21/2021 14:12,7/23/2021 19:07,2817,15241
997,Butler,7/21/2021 14:50,7/22/2021 13:22,19826,15228
998,Butler,7/21/2021 19:13,7/22/2021 14:10,12392,15017
1000,Butler,7/21/2021 20:00,7/23/2021 19:07,9032,15241
1001,McKees Rocks,7/21/2021 20:00,7/23/2021 19:07,9032,15241
1002,Beaver,7/21/2021 20:02,7/27/2021 17:46,9032,15241
1004,Beaver,7/21/2021 21:22,7/27/2021 17:43,7679,15044
1005,Beaver,7/21/2021 22:27,7/27/2021 17:43,13512,15301
1006,McKees Rocks,7/21/2021 22:27,7/23/2021 19:07,13512,15301
1008,Washington,7/22/2021 12:24,7/23/2021 19:10,2956,15241
1009,Washington,7/22/2021 13:16,7/23/2021 19:07,9032,15241
1010,Washington,7/22/2021 14:00,7/23/2021 19:07,17087,15367
1011,Washington,7/22/2021 15:57,7/23/2021 19:07,2817,15241
1013,Butler,7/22/2021 17:17,7/23/2021 19:07,15352,15317
1014,Beaver,7/22/2021 18:45,7/27/2021 17:43,2956,15241
1015,Washington,7/22/2021 19:10,7/23/2021 20:08,18369,15205
1016,McKees Rocks,7/22/2021 19:48,7/23/2021 19:10,2956,15241
1018,Butler,7/22/2021 21:05,7/23/2021 19:07,9032,15241
1019,Washington,7/22/2021 23:17,7/23/2021 19:07,2223,15317
1024,McKees Rocks,7/23/2021 0:35,7/23/2021 19:07,17477,15102
1025,Washington,7/23/2021 0:36,7/23/2021 19:07,17477,15102
1026,Beaver,7/23/2021 0:36,7/27/2021 17:57,17477,15102
1028,Beaver,7/23/2021 6:06,7/27/2021 17:43,203,15301
1030,Washington,7/23/2021 8:51,7/27/2021 17:43,19826,15228
1031,McKees Rocks,7/23/2021 10:00,7/26/2021 11:44,15985,15220
1033,Washington,7/23/2021 18:00,7/26/2021 15:04,2223,15317
1034,McKees Rocks,7/23/2021 19:32,7/27/2021 17:43,2956,15241
1037,Butler,7/24/2021 0:29,7/27/2021 17:43,19826,15228
1038,Butler,7/24/2021 10:30,7/27/2021 17:43,14650,15102
1039,McKees Rocks,7/24/2021 23:12,7/27/2021 17:43,19826,15228
1040,McKees Rocks,7/25/2021 10:18,7/27/2021 17:43,23907,15216
1041,Butler,7/25/2021 12:01,7/26/2021 11:52,21332,15205
1043,Butler,7/26/2021 18:53,7/29/2021 18:50,2956,15241
1044,Washington,7/26/2021 18:55,7/27/2021 17:43,15352,15317
1048,Washington,7/26/2021 19:33,7/27/2021 17:43,12392,15017
1049,Beaver,7/26/2021 19:35,7/29/2021 19:10,12392,15017
1050,Beaver,7/26/2021 19:43,7/29/2021 18:50,2956,15241
1052,Butler,7/26/2021 20:22,7/29/2021 18:49,9032,15241
1053,McKees Rocks,7/26/2021 20:23,7/27/2021 17:46,9032,15241
1054,Beaver,7/26/2021 20:23,7/29/2021 18:49,9032,15241
1055,Beaver,7/26/2021 20:51,7/29/2021 19:32,23907,15216
1056,McKees Rocks,7/26/2021 21:42,7/28/2021 15:14,17087,15367
1057,Washington,7/27/2021 1:44,7/27/2021 17:43,2223,15317
1059,Washington,7/27/2021 9:25,7/28/2021 15:25,17477,15102
1060,McKees Rocks,7/27/2021 9:27,7/29/2021 18:49,2817,15241
1061,Beaver,7/27/2021 9:28,8/5/2021 16:38,2817,15241
1065,Washington,7/27/2021 19:40,7/28/2021 14:56,2223,15317
1066,Beaver,7/27/2021 21:00,7/29/2021 19:59,23907,15216
1067,Beaver,7/27/2021 21:11,7/29/2021 18:49,203,15301
1068,McKees Rocks,7/27/2021 21:30,7/28/2021 14:37,8762,15057
1069,Beaver,7/27/2021 22:14,7/29/2021 18:49,17087,15367
1070,Butler,7/27/2021 22:48,7/28/2021 16:18,7417,15210
1071,Beaver,7/27/2021 23:00,8/2/2021 19:32,8240,15317
1072,Washington,7/27/2021 23:01,7/29/2021 18:49,8240,15317
1073,Beaver,7/28/2021 17:17,8/4/2021 18:38,24338,15228
1074,Washington,7/28/2021 19:07,7/29/2021 18:49,2223,15317
1075,Beaver,7/28/2021 19:11,8/2/2021 19:32,2223,15317
1076,Beaver,7/28/2021 19:18,8/2/2021 19:32,15449,15228
1077,Washington,7/28/2021 19:18,7/29/2021 18:49,8479,15301
1082,Butler,7/28/2021 21:20,7/29/2021 18:49,8415,15317
1083,Washington,7/28/2021 21:36,7/29/2021 19:46,7417,15210
1085,Washington,7/28/2021 23:46,7/29/2021 18:49,9032,15241
1086,Beaver,7/28/2021 23:46,8/2/2021 19:32,9032,15241
1087,Butler,7/28/2021 23:47,7/29/2021 18:49,9032,15241
1088,McKees Rocks,7/28/2021 23:48,7/29/2021 18:49,9032,15241
1089,McKees Rocks,7/29/2021 0:54,7/29/2021 18:49,2223,15317
1090,Beaver,7/29/2021 7:48,8/2/2021 19:32,2817,15241
1091,Butler,7/29/2021 7:51,7/29/2021 18:49,2817,15241
1092,Washington,7/29/2021 10:23,8/2/2021 19:32,11396,15211
1093,Washington,7/29/2021 16:48,8/2/2021 19:32,2223,15317
1094,Butler,7/29/2021 19:43,8/2/2021 19:32,16698,15212
1095,McKees Rocks,7/29/2021 20:16,8/2/2021 19:32,1291,15301
1096,Butler,7/29/2021 20:47,8/2/2021 19:32,3139,15044
1098,Washington,7/30/2021 8:12,8/2/2021 19:32,2817,15241
1099,McKees Rocks,7/30/2021 8:13,8/2/2021 19:32,2817,15241
1100,Beaver,7/30/2021 8:16,8/5/2021 17:07,2956,15241
1101,Butler,7/30/2021 8:17,8/2/2021 19:32,2956,15241
1102,McKees Rocks,7/30/2021 8:17,8/2/2021 19:32,2956,15241
1103,Washington,7/30/2021 8:18,8/2/2021 19:32,2956,15241
1104,Beaver,7/30/2021 8:31,8/4/2021 18:39,24338,15228
1105,Butler,7/30/2021 10:55,8/2/2021 19:32,3139,15044
1106,Beaver,7/30/2021 11:31,8/5/2021 17:07,2223,15317
1107,Washington,7/30/2021 11:32,8/2/2021 19:32,2223,15317
1108,McKees Rocks,7/30/2021 11:35,8/2/2021 19:32,2223,15317
1111,Butler,7/30/2021 19:34,8/2/2021 19:32,23907,15216
1112,Butler,7/30/2021 19:43,8/3/2021 17:42,1291,15301
1113,Washington,7/30/2021 20:19,8/2/2021 20:02,12392,15017
1114,McKees Rocks,7/30/2021 23:01,8/2/2021 19:32,9032,15241
1115,Butler,7/30/2021 23:02,8/2/2021 19:32,9032,15241
1116,Butler,7/31/2021 8:17,8/2/2021 19:32,24338,15228
1117,Butler,7/31/2021 22:52,8/2/2021 19:32,11396,15211
1118,McKees Rocks,7/31/2021 23:01,8/2/2021 19:32,11396,15211
1119,Beaver,7/31/2021 23:02,8/4/2021 18:13,11396,15211
1120,Butler,7/31/2021 23:16,8/2/2021 19:32,16698,15212
1124,Beaver,8/2/2021 13:11,8/5/2021 17:07,16332,15317
1125,McKees Rocks,8/2/2021 13:12,8/3/2021 16:57,16332,15317
1126,Butler,8/2/2021 13:12,8/3/2021 16:57,16332,15317
1127,Beaver,8/2/2021 19:25,8/4/2021 18:24,23907,15216
1128,Washington,8/2/2021 19:57,8/3/2021 19:06,2956,15241
1129,McKees Rocks,8/2/2021 19:59,8/3/2021 18:21,2223,15317
1130,Washington,8/2/2021 20:01,8/3/2021 18:20,2223,15317
1131,Butler,8/2/2021 20:02,8/3/2021 18:22,2223,15317
1132,Butler,8/2/2021 22:14,8/3/2021 18:38,8240,15317
1133,Butler,8/2/2021 22:55,8/3/2021 19:20,11326,15228
1134,McKees Rocks,8/2/2021 23:37,8/3/2021 16:45,17087,15367
1135,Butler,8/2/2021 23:38,8/3/2021 16:46,17087,15367
1136,Washington,8/3/2021 7:36,8/3/2021 18:56,2817,15241
1137,McKees Rocks,8/3/2021 7:40,8/3/2021 18:56,2817,15241
1138,Butler,8/3/2021 7:40,8/3/2021 18:55,2817,15241
1139,Beaver,8/3/2021 7:41,8/5/2021 17:07,2817,15241
1141,Washington,8/3/2021 19:19,8/5/2021 17:07,2223,15317
1142,McKees Rocks,8/3/2021 19:20,8/5/2021 17:07,2223,15317
1143,Washington,8/3/2021 19:34,8/4/2021 18:35,11326,15228
1146,Washington,8/3/2021 20:44,8/5/2021 17:09,2956,15241
1147,Washington,8/3/2021 21:34,8/4/2021 18:13,8240,15317
1148,McKees Rocks,8/3/2021 22:34,8/5/2021 17:07,17087,15367
1149,McKees Rocks,8/3/2021 22:50,8/5/2021 17:07,9032,15241
1150,Butler,8/3/2021 22:51,8/5/2021 17:07,9032,15241
1151,Washington,8/4/2021 1:46,8/6/2021 15:05,11658,15129
1152,Butler,8/4/2021 1:47,8/6/2021 15:08,11658,15129
1155,Beaver,8/4/2021 19:16,8/16/2021 17:59,17087,15367
1157,Washington,8/4/2021 20:53,8/5/2021 17:35,24338,15228
1158,Beaver,8/4/2021 21:08,8/17/2021 15:14,2223,15317
1159,Washington,8/4/2021 21:08,8/5/2021 17:07,2223,15317
1160,McKees Rocks,8/4/2021 21:10,8/5/2021 17:07,2223,15317
1161,Butler,8/4/2021 22:38,8/5/2021 17:20,14650,15102
1163,Butler,8/5/2021 3:51,8/6/2021 16:29,11396,15211
1166,Beaver,8/5/2021 7:51,8/16/2021 16:29,23907,15216
1167,Butler,8/5/2021 7:51,8/5/2021 17:49,23907,15216
1168,Butler,8/5/2021 7:54,8/5/2021 17:07,2817,15241
1169,Washington,8/5/2021 7:55,8/5/2021 17:07,2817,15241
1170,McKees Rocks,8/5/2021 7:56,8/5/2021 17:07,2817,15241
1171,Washington,8/5/2021 8:38,8/6/2021 15:43,2817,15241
1172,Beaver,8/5/2021 9:46,8/19/2021 15:35,1882,15235
1174,Butler,8/5/2021 10:44,8/6/2021 15:08,11658,15129
1175,Beaver,8/5/2021 10:45,8/17/2021 20:12,11658,15129
1176,McKees Rocks,8/5/2021 10:45,8/6/2021 15:10,11658,15129
1178,Washington,8/5/2021 19:26,8/6/2021 14:18,2223,15317
1179,Beaver,8/5/2021 19:41,8/16/2021 18:02,17087,15367
1180,McKees Rocks,8/5/2021 19:41,8/6/2021 14:42,17087,15367
1181,Washington,8/5/2021 20:48,8/6/2021 15:11,11658,15129
1183,Butler,8/5/2021 22:04,8/6/2021 16:08,11326,15228
1184,Washington,8/5/2021 22:52,8/6/2021 14:18,11565,15317
1186,Beaver,8/6/2021 17:23,8/16/2021 16:39,3567,15301
1187,McKees Rocks,8/6/2021 18:54,8/17/2021 15:23,2223,15317
1188,Butler,8/6/2021 18:55,8/17/2021 15:28,2223,15317
1190,Beaver,8/6/2021 19:09,8/17/2021 15:16,2223,15317
1192,Beaver,8/6/2021 21:34,8/16/2021 16:29,1712,15317
1193,Beaver,8/7/2021 0:40,8/16/2021 16:50,203,15301
1194,Butler,8/7/2021 9:37,8/12/2021 16:15,214,15220
1195,Beaver,8/7/2021 10:31,8/17/2021 20:15,11658,15129
1196,Butler,8/7/2021 10:32,8/17/2021 20:17,11658,15129
1197,Washington,8/7/2021 10:33,8/17/2021 20:24,11658,15129
1199,Butler,8/7/2021 11:28,8/17/2021 10:21,15985,15220
1200,Washington,8/8/2021 1:59,8/17/2021 9:41,11396,15211
1201,Beaver,8/8/2021 5:10,8/17/2021 9:55,11396,15211
1202,Butler,8/8/2021 5:11,8/17/2021 9:49,11396,15211
1203,Butler,8/8/2021 21:50,8/16/2021 17:57,17087,15367
1204,Beaver,8/8/2021 22:44,8/17/2021 18:20,8240,15317
1205,Butler,8/9/2021 9:01,8/17/2021 10:31,21332,15205
1207,Butler,8/9/2021 15:29,8/16/2021 16:38,3567,15301
1208,Washington,8/9/2021 18:50,8/12/2021 16:15,3570,15241
1210,Butler,8/9/2021 19:14,8/17/2021 20:18,11658,15129
1211,McKees Rocks,8/9/2021 19:15,8/17/2021 20:25,11658,15129
1212,Beaver,8/9/2021 19:15,8/17/2021 20:16,11658,15129
1213,Butler,8/9/2021 20:43,8/19/2021 10:32,2956,15241
1215,Washington,8/9/2021 21:37,8/11/2021 19:19,9032,15241
1216,McKees Rocks,8/9/2021 22:09,8/17/2021 15:18,2223,15317
1217,Butler,8/9/2021 22:25,8/17/2021 9:55,11396,15211
1219,McKees Rocks,8/9/2021 22:28,8/17/2021 9:46,11396,15211
1220,Butler,8/10/2021 8:52,8/16/2021 16:29,24342,15237
1221,Washington,8/10/2021 9:47,8/12/2021 13:35,15985,15220
1222,Washington,8/10/2021 9:49,8/11/2021 19:30,9000,15241
1226,McKees Rocks,8/10/2021 19:29,8/16/2021 16:29,15449,15228
1227,Butler,8/10/2021 19:33,8/13/2021 18:41,2956,15241
1228,Washington,8/10/2021 21:02,8/11/2021 18:34,2223,15317
1229,Washington,8/10/2021 22:15,8/11/2021 18:17,8240,15317
1230,Washington,8/11/2021 0:35,8/11/2021 19:39,9032,15241
1233,McKees Rocks,8/11/2021 15:44,8/17/2021 9:48,11396,15211
1234,Butler,8/11/2021 15:45,8/13/2021 19:59,11396,15211
1235,Washington,8/11/2021 17:06,8/12/2021 16:49,11396,15211
1236,McKees Rocks,8/11/2021 18:54,8/17/2021 15:20,2223,15317
1238,Butler,8/11/2021 19:22,8/17/2021 10:31,21332,15205
1239,Butler,8/11/2021 19:31,8/13/2021 16:48,2223,15317
1240,Washington,8/11/2021 19:31,8/12/2021 16:15,2223,15317
1241,Washington,8/11/2021 19:44,8/12/2021 16:15,11326,15228
1242,McKees Rocks,8/11/2021 19:44,8/16/2021 16:29,11326,15228
1243,Washington,8/11/2021 20:27,8/12/2021 16:18,2956,15241
1244,McKees Rocks,8/11/2021 20:28,8/19/2021 10:33,2956,15241
1245,Butler,8/11/2021 20:42,8/13/2021 16:15,728,15301
1246,McKees Rocks,8/11/2021 20:43,8/16/2021 16:29,728,15301
1247,Butler,8/11/2021 21:40,8/13/2021 17:13,17087,15367
1248,Washington,8/11/2021 21:41,8/12/2021 16:15,17087,15367
1249,McKees Rocks,8/12/2021 0:05,8/17/2021 20:24,11658,15129
1252,Butler,8/12/2021 6:51,8/14/2021 10:55,8054,15201
1253,Butler,8/12/2021 7:16,8/13/2021 17:37,2817,15241
1254,Washington,8/12/2021 7:18,8/12/2021 16:15,2817,15241
1255,Beaver,8/12/2021 7:20,8/19/2021 11:03,2817,15241
1256,Washington,8/12/2021 8:30,8/13/2021 16:34,11565,15317
1257,Washington,8/12/2021 14:15,8/13/2021 19:13,8762,15057
1259,Washington,8/12/2021 18:12,8/13/2021 17:26,9032,15241
1260,McKees Rocks,8/12/2021 19:08,8/17/2021 15:12,2223,15317
1262,Washington,8/12/2021 19:28,8/13/2021 16:53,2223,15317
1263,Butler,8/12/2021 19:35,8/19/2021 14:19,21332,15205
1264,Butler,8/12/2021 20:42,8/13/2021 18:38,2956,15241
1265,Washington,8/13/2021 7:19,8/13/2021 18:26,24338,15228
1266,Butler,8/13/2021 7:20,8/13/2021 17:45,9032,15241
1267,Washington,8/13/2021 7:49,8/13/2021 17:33,2817,15241
1268,Butler,8/13/2021 7:50,8/13/2021 17:38,2817,15241
1269,Beaver,8/13/2021 7:50,8/19/2021 11:05,2817,15241
1270,McKees Rocks,8/13/2021 8:36,8/19/2021 11:24,2817,15241
1271,Washington,8/13/2021 9:08,8/17/2021 15:26,2223,15317
1272,Washington,8/13/2021 9:12,8/16/2021 18:16,2817,15241
1273,McKees Rocks,8/13/2021 19:14,8/17/2021 15:42,11565,15317
1275,McKees Rocks,8/13/2021 19:42,8/17/2021 15:08,2223,15317
1276,McKees Rocks,8/13/2021 19:50,8/17/2021 16:00,728,15301
1277,Butler,8/13/2021 20:02,8/19/2021 10:31,2956,15241
1278,Beaver,8/13/2021 20:03,8/19/2021 10:32,2956,15241
1279,Butler,8/13/2021 20:10,8/20/2021 10:26,7679,15044
1280,Butler,8/14/2021 21:54,8/16/2021 16:36,3567,15301
1281,Washington,8/15/2021 2:10,8/17/2021 20:27,11658,15129
1282,Butler,8/15/2021 2:10,8/17/2021 20:26,11658,15129
1283,Butler,8/15/2021 22:42,8/17/2021 18:19,8240,15317
1284,Beaver,8/16/2021 8:30,8/19/2021 10:46,9032,15241
1285,Washington,8/16/2021 8:30,8/19/2021 11:46,9032,15241
1286,Washington,8/16/2021 9:59,8/19/2021 11:06,2817,15241
1287,Butler,8/16/2021 9:59,8/19/2021 11:05,2817,15241
1288,Beaver,8/16/2021 10:00,8/19/2021 11:05,2817,15241
1289,Beaver,8/16/2021 19:14,8/19/2021 12:00,2223,15317
1290,Washington,8/16/2021 19:16,8/19/2021 11:56,2223,15317
1292,McKees Rocks,8/16/2021 19:47,8/19/2021 11:46,17087,15367
1293,Washington,8/16/2021 19:48,8/19/2021 11:46,17087,15367
1294,Butler,8/16/2021 19:49,8/19/2021 11:46,17087,15367
1297,Butler,8/16/2021 20:05,8/18/2021 16:32,12392,15017
1298,Washington,8/16/2021 20:06,8/18/2021 16:31,12392,15017
1299,Washington,8/16/2021 20:10,8/17/2021 18:20,8240,15317
1300,Beaver,8/16/2021 20:10,8/19/2021 10:32,2956,15241
1301,Butler,8/16/2021 20:11,8/19/2021 10:31,2956,15241
1303,Butler,8/17/2021 19:16,8/19/2021 11:46,2956,15241
1304,Beaver,8/17/2021 19:16,8/23/2021 16:38,2956,15241
1305,McKees Rocks,8/17/2021 19:21,8/18/2021 16:32,12392,15017
1306,Butler,8/17/2021 19:25,8/19/2021 11:46,17087,15367
1308,Beaver,8/17/2021 19:47,8/23/2021 18:55,2223,15317
1309,McKees Rocks,8/17/2021 19:48,8/19/2021 11:58,2223,15317
1310,Washington,8/17/2021 19:48,8/23/2021 18:52,2223,15317
1311,Butler,8/17/2021 21:54,8/23/2021 18:02,3567,15301
1312,Washington,8/17/2021 21:57,8/19/2021 13:11,11565,15317
1313,McKees Rocks,8/17/2021 21:59,8/18/2021 16:41,3570,15241
1314,Butler,8/17/2021 22:05,8/19/2021 11:46,9032,15241
1315,Beaver,8/17/2021 22:06,8/23/2021 16:50,9032,15241
1316,McKees Rocks,8/17/2021 22:17,8/19/2021 11:46,8240,15317
1318,Beaver,8/18/2021 8:33,8/23/2021 17:06,2817,15241
1319,Butler,8/18/2021 8:33,8/23/2021 17:07,2817,15241
1321,Washington,8/18/2021 19:33,8/19/2021 13:12,11565,15317
1322,Butler,8/18/2021 19:53,8/23/2021 20:11,30488,15205
1325,Washington,8/19/2021 7:45,8/23/2021 20:13,2817,15241
1326,McKees Rocks,8/19/2021 7:47,8/23/2021 17:06,2817,15241
1327,Beaver,8/19/2021 8:28,8/23/2021 16:53,9032,15241
1328,McKees Rocks,8/19/2021 14:13,8/23/2021 16:24,20043,15228
1329,Beaver,8/19/2021 18:55,8/23/2021 18:51,2223,15317
1331,Washington,8/19/2021 20:40,8/24/2021 13:47,2956,15241
1332,McKees Rocks,8/19/2021 20:42,8/23/2021 16:35,2956,15241
1333,Butler,8/19/2021 20:53,8/24/2021 13:17,3139,15044
1335,Beaver,8/20/2021 8:23,8/25/2021 19:04,2817,15241
1336,McKees Rocks,8/20/2021 8:24,8/23/2021 17:05,2817,15241
1337,Washington,8/20/2021 8:24,8/24/2021 13:28,2817,15241
1338,Washington,8/20/2021 10:32,8/23/2021 20:24,15985,15220
1339,McKees Rocks,8/20/2021 21:36,8/23/2021 16:54,9032,15241
1340,Washington,8/20/2021 21:38,8/24/2021 13:35,9032,15241
1341,Beaver,8/20/2021 21:55,8/25/2021 19:04,214,15220
1342,Butler,8/20/2021 22:41,8/25/2021 19:04,2956,15241
